,Unnamed: 0,BorrName,BorrStreet,BorrCity,BorrState,BorrZip,CDC_Name,CDC_Street,CDC_City,CDC_State,CDC_Zip,ThirdPartyLender_Name,ThirdPartyLender_City,ThirdPartyLender_State,ThirdPartyDollars,GrossApproval,ApprovalDate,ApprovalFiscalYear,DeliveryMethod,subpgmdesc,InitialInterestRate,TermInMonths,NaicsCode,NaicsDescription,ProjectCounty,ProjectState,BusinessType,LoanStatus,ChargeOffDate,GrossChargeOffAmount,target,Borrgsp,unemploy_bow,unemploy_pro,strdate,SP500,borrCDC,borrthird,borrpro,total,severity,termint,age,CDC_Zip_dm,ThirdPartyDollars_dm,InitialInterestRate_dm,count,diff,target1,target5,age1,age5
36018,49687,9782,13113-13121 JOHN BAUER AVE,2505,4,95945,231,329,63,6,80202,0,0,1,0.0,12.560247968016563,2002-05-15,12,3,3,0.0,240,1042,92,961,5,2,PIF,,0.0,0,14.177672749385989,6.65,6.65,2002/05/15,6.99583020736709,0,0,1,285000.0,0.0,1,3915,0,1,1,1,1372,0,0,1737,3198
15953,19457,45096,4056 BALBOA AVENUE,5729,4,94116,21,101,260,5,94596,0,0,1,0.0,11.891368749982085,1996-06-05,6,0,2,0.0,240,0,0,1219,5,2,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1996/06/05,6.521268932415356,1,0,1,146000.0,0.0,1,6085,0,1,1,1,3542,0,0,3907,5368
573,664,10812,15829 CRABBS BRANCH WAY,5551,21,20855,159,0,0,0,0,0,0,1,0.0,13.527829818844936,1990-06-12,0,0,2,0.0,240,0,0,210,49,3,PIF,,0.0,0,11.633688943579548,4.458333333333334,4.45,1990/06/12,5.906042815053986,0,0,0,750000.0,0.0,1,8270,1,1,1,1,5727,0,0,6092,7553
8808,10324,3969,6205 NE 63RD STREET,6775,50,98661,110,67,218,49,98168,0,0,1,0.0,13.623139877437296,1994-08-01,4,0,2,0.0,240,335,315,293,52,1,PIF,,0.0,0,11.923750847769186,6.533333333333334,6.533333333333334,1994/08/01,6.135586557513688,1,0,1,825000.0,0.0,1,6759,0,1,1,1,4216,0,0,4581,6042
32278,42956,11943,174 ANGOLA ROAD,1348,35,12518,105,233,5,35,12207,0,0,1,0.0,12.976183182038385,2001-02-27,11,0,2,0.0,240,1025,68,1013,36,1,PIF,,0.0,0,13.684433636374033,4.833333333333333,4.833333333333333,2001/02/27,7.138025329173367,1,0,1,432000.0,0.0,1,4357,0,1,1,1,1814,0,0,2179,3640
37379,52552,18043,1600 COMMERCE AVENUE,587,14,83706,46,45,30,14,83702,2194,339,42,12.26670197321789,12.07254696717504,2002-11-06,13,2,2,0.0,240,939,483,4,15,1,PIF,,0.0,0,10.605168219114312,5.6000000000000005,5.6000000000000005,2002/11/06,6.829534255201152,1,0,1,387500.0,0.0,1,3740,0,0,1,1,1197,0,0,1562,3023
20393,25502,17025,1873 DIAMOND STREET,5745,4,92069,38,146,212,5,92106,0,0,1,0.0,12.53537998978861,1997-07-23,7,0,2,0.0,120,0,0,1218,5,1,PIF,,0.0,0,13.8519313935776,6.3583333333333325,6.3583333333333325,1997/07/23,6.843280753663456,1,0,1,278000.0,0.0,1,5672,0,1,1,1,3129,0,0,3494,4955
25082,32143,28421,9900 NW 25TH STREET,4069,9,33172,112,275,122,10,33467,0,0,1,0.0,13.815511557963774,1998-11-30,9,0,2,0.0,240,560,384,373,10,1,PIF,,0.0,0,13.035322036329415,3.875,3.875,1998/11/30,7.060158723282017,1,0,1,1000000.0,0.0,1,5177,0,1,1,1,2634,0,0,2999,4460
16066,19620,49905,ROUTE 14,1435,15,60195,245,145,227,15,62704,0,0,1,0.0,13.242811303528269,1996-06-14,6,0,2,0.0,240,0,0,872,16,1,PIF,,0.0,0,12.857108198266866,5.275,5.275,1996/06/14,6.5025650970783,1,0,1,564000.0,0.0,1,6076,0,1,1,1,3533,0,0,3898,5359
9414,11085,46883,100 SPINNAKER DRIVE,5830,4,94965,178,221,213,5,94133,0,0,1,0.0,13.353476685668044,1994-09-30,4,0,2,0.0,240,0,0,849,5,1,PIF,,0.0,0,13.666268975443694,8.591666666666667,8.591666666666667,1994/09/30,6.1392593374236535,1,0,1,630000.0,0.0,1,6699,0,1,1,1,4156,0,0,4521,5982
19011,23638,9945,1600 RAILROAD AVENUE,2862,35,11741,152,225,27,35,11714,0,0,1,0.0,11.849404844423075,1997-02-24,7,0,2,0.0,240,562,249,1321,36,1,PIF,,0.0,0,13.407061000815151,6.441666666666666,6.441666666666666,1997/02/24,6.698613283049723,1,0,1,140000.0,0.0,1,5821,0,1,1,1,3278,0,0,3643,5104
10572,12598,42108,I-80 & HIGHWAY 385,5969,30,69162,182,223,132,30,68526,0,0,1,0.0,13.815511557963774,1995-02-28,5,0,2,0.0,240,0,0,270,31,1,PIF,,0.0,0,10.716910215580176,2.641666666666666,2.641666666666666,1995/02/28,6.191114297719617,1,0,1,1000000.0,0.0,1,6548,0,1,1,1,4005,0,0,4370,5831
18142,22458,7517,6150 S.W. 76TH STREET,4069,9,33143,112,275,122,10,33467,0,0,1,0.0,13.163507240119458,1996-10-16,7,0,2,0.0,240,0,0,373,10,1,PIF,,0.0,0,12.881756984359546,4.791666666666667,4.791666666666667,1996/10/16,6.558779155779697,1,0,1,521000.0,0.0,1,5952,0,1,1,1,3409,0,0,3774,5235
26710,34475,49729,EAST INDUSTRIAL DRIVE,3838,31,3109,119,321,188,31,3801,0,0,1,0.0,11.53273789613992,1999-05-12,9,2,2,0.0,240,0,0,629,32,1,PIF,,0.0,0,10.642587542445344,2.708333333333333,2.708333333333333,1999/05/12,7.218909707619059,1,0,1,102000.0,0.0,1,5014,0,1,1,1,2471,0,0,2836,4297
19339,24070,36949,2651 COLT ROAD,6164,15,62707,245,145,227,15,62704,0,0,1,0.0,13.058360179622305,1997-04-04,7,0,2,0.0,240,203,808,1233,16,1,PIF,,0.0,0,12.919142054076989,4.766666666666668,4.766666666666668,1997/04/04,6.631870048034585,1,0,1,469000.0,0.0,1,5782,0,1,1,1,3239,0,0,3604,5065
15390,18728,21274,11200 LAKE MING ROAD,311,4,93306,167,91,22,5,93301,0,0,1,0.0,13.569611298299007,1996-04-25,6,0,2,0.0,240,0,0,723,5,1,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1996/04/25,6.482908547293291,1,0,1,782000.0,0.0,1,6126,0,1,1,1,3583,0,0,3948,5409
19030,23658,43912,11849 MILLPOND AVENUE,776,24,55337,279,182,252,24,55110,0,0,1,0.0,11.58989576532275,1997-02-25,7,0,2,0.0,240,0,0,374,25,1,PIF,,0.0,0,11.96177248820416,3.2583333333333333,3.2583333333333333,1997/02/25,6.700768044905052,1,0,1,108000.0,0.0,1,5820,0,1,1,1,3277,0,0,3642,5103
22284,28162,48781,78887 VARNER ROAD,477,4,92201,38,146,212,5,92106,0,0,1,0.0,13.815511557963774,1998-02-26,8,0,2,0.0,240,654,584,1155,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/02/26,6.956231149957112,1,0,1,1000000.0,0.0,1,5454,0,1,1,1,2911,0,0,3276,4737
17353,21322,50912,955 SOUTH INDUSTRIAL PARK WAY,2746,46,84032,179,150,210,46,84109,0,0,1,0.0,11.995357787034974,1996-09-16,6,0,2,0.0,240,0,0,1442,48,1,PIF,,0.0,0,10.859325867212783,3.35,3.35,1996/09/16,6.529389611557757,1,0,1,162000.0,0.0,1,5982,0,1,1,1,3439,0,0,3804,5265
22342,28235,29606,354 SOUTH STATE STREET,4866,46,84058,179,150,210,46,84109,0,0,1,0.0,11.898194668458824,1998-03-04,8,0,2,0.0,240,1042,92,1401,48,1,PIF,,0.0,0,11.039594706964932,3.65,3.65,1998/03/04,6.95495365883962,1,0,1,147000.0,0.0,1,5448,0,1,1,1,2905,0,0,3270,4731
47039,77533,27492,18500 N CREEK DR,6588,15,60477,245,145,227,15,62704,1004,1555,21,14.170033888842859,13.975928131158572,2005-11-17,16,2,2,0.0,240,898,7,337,16,3,CHGOFF,2008-09-24,1014638.0,1,13.340471713271114,4.5666666666666655,4.5666666666666655,2005/11/17,7.1259265280651904,1,1,1,2599500.0,0.3903204462396615,1,1042,0,0,1,1,90,0,1,455,1916
45209,72073,50465,17200 RED HILLS AVE UNIT G,3067,4,92614,231,329,63,6,80202,194,251,34,13.156940634073298,12.966880811009805,2005-05-06,15,3,3,0.0,240,100,340,1013,5,2,PIF,,0.0,0,14.377333736391131,5.399999999999999,5.399999999999999,2005/05/06,7.0667655398950435,0,0,1,945590.0,0.0,1,2828,0,0,1,1,285,0,0,650,2111
40960,60578,40830,4290 & 4302 SANTA ROSA AVE.,5793,4,95407,21,101,260,5,94596,777,1249,9,13.815511557963774,13.489781802915553,2004-01-08,14,0,2,0.0,240,642,757,1292,5,1,CHGOFF,2011-06-14,581844.0,1,14.30545032275043,6.208333333333332,6.208333333333332,2004/01/08,7.0325536883701165,1,1,1,1722000.0,0.3378885017421603,1,2714,0,0,1,1,769,0,0,1134,2595
32499,43304,17344,124 INDUSTRIAL DRIVE,1145,45,78108,54,129,19,45,78704,0,0,1,0.0,13.308014385419149,2001-03-20,11,3,3,0.0,240,355,350,568,47,1,PIF,,0.0,0,13.558044288710114,4.958333333333333,4.958333333333333,2001/03/20,7.04195394455554,1,0,1,602000.0,0.0,1,4336,0,1,1,1,1793,0,0,2158,3619
43718,67944,45198,9233 EAST MONTGOMERY,6150,50,99206,196,307,226,49,99212,2054,1284,57,13.943244804561449,13.617060838751886,2004-11-09,15,0,2,0.0,240,1019,335,1296,52,1,CHGOFF,2012-10-25,670074.0,1,12.598458255376814,5.541666666666668,5.541666666666668,2004/11/09,7.060544995404407,1,1,1,1956250.0,0.3425298402555911,1,2907,0,0,1,1,463,0,0,828,2289
25137,32218,525,"LOT 2, WALLACE AVE.",6199,15,60501,245,145,227,15,62704,0,0,1,0.0,12.712893259942284,1998-12-02,9,0,2,0.0,240,389,925,708,16,1,PIF,,0.0,0,13.037509162974727,4.366666666666666,4.366666666666666,1998/12/02,7.066680257969696,1,0,1,332000.0,0.0,1,5175,0,1,1,1,2632,0,0,2997,4458
24756,31658,19817,39 MAPLE TREE AVENUE,6243,6,6901,137,256,60,7,6810,0,0,1,0.0,13.525159593854115,1998-10-20,9,0,2,0.0,240,0,0,471,7,1,PIF,,0.0,0,11.933864236071596,2.875,2.875,1998/10/20,6.970664398991393,1,0,1,748000.0,0.0,1,5218,0,1,1,1,2675,0,0,3040,4501
33204,44499,18277,"1700 PARK STREET, UNIT 200",4429,15,60540,247,262,49,15,60605,0,0,1,0.0,12.644330802262578,2001-06-04,11,0,2,0.0,240,826,791,435,16,1,PIF,,0.0,0,13.126875781179688,5.325,5.325,2001/06/04,7.1452828701945545,1,0,1,310000.0,0.0,1,4260,0,1,1,1,1717,0,0,2082,3543
10911,13031,17004,1305 PEACN STREET,1271,5,80904,209,173,53,6,80903,0,0,1,0.0,11.798111925972616,1995-04-11,5,0,2,0.0,240,260,787,452,6,1,PIF,,0.0,0,11.632563667628567,4.008333333333335,4.008333333333335,1995/04/11,6.227583549970365,1,0,1,133000.0,0.0,1,6506,0,1,1,1,3963,0,0,4328,5789
41758,62577,33716,595 SANDVALLEY ROAD,4837,1,35121,5,46,29,2,35209,370,126,4,12.539078165742232,12.577639650232573,2004-03-31,14,0,2,0.0,240,1030,493,134,2,1,PIF,,0.0,0,11.894956118674967,5.7,5.7,2004/03/31,7.027500797486518,1,1,1,569030.0,0.0,1,3229,0,0,1,1,686,0,0,1051,2512
47593,79338,48577,20321 SW BIRCH STREET SECOND,4548,4,92660,38,146,212,5,92106,371,1247,9,13.715769777528546,13.59361747448917,2006-01-27,16,3,3,0.0,240,872,81,1013,5,1,CHGOFF,2012-07-09,384382.0,1,14.44397963431205,4.916666666666666,4.916666666666666,2006/01/27,7.158296052180224,1,1,1,1706071.0,0.22530246396545045,1,2355,0,0,1,1,19,0,0,384,1845
20053,25048,28789,11933 WILSHIRE BLVD.,3681,4,90025,41,218,61,5,95616,0,0,1,0.0,12.999067423500714,1997-06-18,7,0,2,0.0,240,0,0,813,5,1,PIF,,0.0,0,13.8519313935776,6.3583333333333325,6.3583333333333325,1997/06/18,6.791288873937145,1,0,1,442000.0,0.0,1,5707,0,1,1,1,3164,0,0,3529,4990
2664,3080,46923,25619 NICKLE PLACE,2729,4,94545,178,221,213,5,94133,0,0,1,0.0,13.221305136851795,1991-12-12,2,0,2,0.0,240,560,384,15,5,1,PIF,,0.0,0,13.601524201271653,9.3,9.3,1991/12/12,5.946859332309412,1,0,1,552000.0,0.0,1,7722,0,1,1,1,5179,0,0,5544,7005
25593,32858,16734,2280 TEN TEN ROAD,168,28,27502,239,165,69,28,27701,0,0,1,0.0,12.36308066783498,1999-01-19,9,0,2,0.0,240,0,0,1428,29,2,PIF,,0.0,0,12.483948670469447,3.1916666666666664,3.1916666666666664,1999/01/19,7.1332959548960675,1,0,1,234000.0,0.0,1,5127,0,1,1,1,2584,0,0,2949,4410
16409,20064,38715,6107 SOUTH 31ST,2279,2,72903,159,0,0,0,0,0,0,1,0.0,13.527829818844936,1996-07-10,6,0,2,0.0,240,1036,274,1257,3,1,PIF,,0.0,0,10.96780855842084,5.249999999999999,5.249999999999999,1996/07/10,6.487775335471861,0,0,1,750000.0,0.0,1,6050,1,1,1,1,3507,0,0,3872,5333
14452,17523,23461,1362 CONSTITUTION BOULEVARD,5535,42,29730,52,123,200,42,29731,0,0,1,0.0,11.759793355371235,1996-02-22,6,0,2,0.0,240,0,0,1520,44,1,PIF,,0.0,0,11.415927661930555,5.791666666666668,5.791666666666668,1996/02/22,6.4920276685753695,1,0,1,128000.0,0.0,1,6189,0,1,1,1,3646,0,0,4011,5472
5345,6135,17230,616 SOUTH WAKE VILLAGE ROAD,6546,45,75501,17,230,243,45,75503,0,0,1,0.0,12.653961664405365,1993-05-19,3,0,2,0.0,240,216,1006,148,47,1,PIF,,0.0,0,13.003076110959872,7.158333333333334,7.158333333333334,1993/05/19,6.106064760733683,1,0,1,313000.0,0.0,1,7198,0,1,1,1,4655,0,0,5020,6481
26769,34552,33469,19 E. SCHAUMBURG,5843,15,60194,247,262,49,15,60605,0,0,1,0.0,12.491255347155265,1999-05-18,9,0,2,0.0,240,0,0,337,16,1,PIF,,0.0,0,13.037509162974727,4.366666666666666,4.366666666666666,1999/05/18,7.196177037298865,1,0,1,266000.0,0.0,1,5008,0,1,1,1,2465,0,0,2830,4291
11159,13342,14429,11 EAST 20TH STREET,4522,35,10010,105,233,5,35,12207,0,0,1,0.0,13.314636915215106,1995-05-05,5,0,2,0.0,240,935,895,967,36,1,PIF,,0.0,0,13.27535447088542,6.316666666666666,6.316666666666666,1995/05/05,6.2559803319332055,1,0,1,606000.0,0.0,1,6482,0,1,1,1,3939,0,0,4304,5765
4100,4702,24417,SOUTH PECOS ROAD,3479,34,89121,184,88,125,34,89144,0,0,1,0.0,13.311331132544721,1992-09-25,2,0,2,0.0,240,865,616,293,35,2,PIF,,0.0,0,10.492734262165131,6.650000000000001,6.650000000000001,1992/09/25,6.029121552730729,1,0,1,604000.0,0.0,1,7434,0,1,1,1,4891,0,0,5256,6717
17221,21136,4081,2124 FAREWAY DRIVE,4351,13,52761,142,252,113,13,50131,0,0,1,0.0,12.796636007394286,1996-09-09,6,0,2,0.0,240,1045,142,945,14,1,PIF,,0.0,0,11.274924588172825,3.525,3.525,1996/09/09,6.4994260883023465,1,0,1,361000.0,0.0,1,5989,0,1,1,1,3446,0,0,3811,5272
47597,79344,418,2025 SOUTH 341ST PLACE,2096,50,98003,110,67,218,49,98168,1944,1334,57,12.722950915024061,12.413090879946887,2006-01-27,16,2,2,0.0,240,845,624,729,52,1,CHGOFF,2013-01-18,218993.0,1,12.667187511510432,5.050000000000002,5.050000000000002,2006/01/27,7.158296052180224,1,1,1,581356.0,0.3766934546130082,1,2548,0,0,1,1,19,0,0,384,1845
29859,39075,38962,1700 WEST MAIN STREET,5474,47,23220,144,29,198,47,23219,0,0,1,0.0,12.919024904363685,2000-04-19,10,0,2,0.0,240,0,0,1147,49,1,PIF,,0.0,0,12.494582125585856,2.3000000000000003,2.3000000000000003,2000/04/19,7.2643592000988075,1,0,1,408000.0,0.0,1,4671,0,1,1,1,2128,0,0,2493,3954
30556,40158,25565,4TH STREET & MANTORVILLE AVE,3182,24,55944,257,127,199,24,55904,0,0,1,0.0,12.921472880009725,2000-07-17,10,0,2,0.0,240,673,405,419,25,1,PIF,,0.0,0,12.154599334940679,3.141666666666667,3.141666666666667,2000/07/17,7.320851191637213,1,0,1,409000.0,0.0,1,4582,0,1,1,1,2039,0,0,2404,3865
7254,8434,33506,7035 ALBEMARLE RD,1068,28,28227,33,258,46,28,28210,0,0,1,0.0,12.388398368982115,1994-02-11,4,0,2,0.0,240,0,0,885,29,2,PIF,,0.0,0,12.107846618772946,4.366666666666666,4.366666666666666,1994/02/11,6.1552401717585195,1,0,1,240000.0,0.0,1,6930,0,1,1,1,4387,0,0,4752,6213
39875,57883,7463,150 WEST 88TH STREET,558,24,55420,279,182,252,24,55110,2339,1235,30,13.458837042595949,13.265599278590988,2003-08-26,13,3,3,0.0,240,1049,191,617,25,1,PIF,,0.0,0,12.279122808400876,4.883333333333334,4.883333333333334,2003/08/26,6.905482678580957,1,1,1,1277000.0,0.0,1,3447,0,0,1,1,904,0,0,1269,2730
42149,63584,47455,200 WINSKI DR,4076,16,46360,225,99,254,16,46385,420,1530,22,12.496878583628966,12.305922505376529,2004-05-07,14,0,2,0.0,120,389,925,748,17,1,PIF,,0.0,0,12.375548717888725,5.358333333333333,5.358333333333333,2004/05/07,7.0027926497592805,1,1,1,488500.0,0.0,1,3192,0,0,1,1,649,0,0,1014,2475
40207,58755,5593,6255 IH 37,1354,45,78409,271,325,19,45,78762,1590,344,53,13.955273369904273,13.477238101919994,2003-09-29,13,0,2,0.0,240,1022,426,988,47,1,CHGOFF,2006-05-08,582558.0,1,13.62889828921716,6.691666666666666,6.691666666666666,2003/09/29,6.915306712007082,1,1,1,1863000.0,0.3126988727858293,1,952,0,0,1,1,870,1,1,1235,2696
4557,5216,47774,7650 RICKENBACKER DRIVE,2316,21,20879,169,72,93,21,21061,0,0,1,0.0,13.403022345492024,1992-12-21,3,0,2,0.0,240,0,0,927,22,1,PIF,,0.0,0,11.74019170630728,6.183333333333334,6.183333333333334,1992/12/21,6.0906309457702426,1,0,1,662000.0,0.0,1,7347,0,1,1,1,4804,0,0,5169,6630
7606,8859,36261,HIGHWAY 34 WEST,4324,13,52641,142,252,113,13,50131,0,0,1,0.0,12.608202196848836,1994-03-29,4,0,2,0.0,240,0,0,619,14,1,PIF,,0.0,0,11.158562132911149,3.5,3.5,1994/03/29,6.116951191406256,1,0,1,299000.0,0.0,1,6884,0,1,1,1,4341,0,0,4706,6167
35059,47834,36515,88 DEPOT STREET,141,31,3216,48,310,56,31,3302,0,0,1,0.0,11.798111925972616,2002-01-09,12,0,2,0.0,240,1029,370,895,32,1,PIF,,0.0,0,10.793013275890127,4.466666666666667,4.466666666666667,2002/01/09,7.052842162140073,1,0,1,133000.0,0.0,1,4041,0,1,1,1,1498,0,0,1863,3324
31958,42441,13022,140 N. GILBERT RD.,4058,3,85203,32,178,248,4,85711,0,0,1,0.0,13.375455557880313,2001-01-12,11,3,3,0.0,240,702,933,847,4,1,PIF,,0.0,0,12.052193928717625,4.775000000000001,4.775000000000001,2001/01/12,7.185046085500663,1,0,1,644000.0,0.0,1,4403,0,1,1,1,1860,0,0,2225,3686
24746,31642,39608,307 BASSWOOD ROAD,3395,15,60045,294,6,154,50,53716,0,0,1,0.0,13.416525906265676,1998-10-19,9,0,2,0.0,240,0,0,1121,53,2,PIF,,0.0,0,13.037509162974727,4.366666666666666,3.1250000000000004,1998/10/19,6.96921721133272,0,0,0,671000.0,0.0,1,5219,0,1,1,1,2676,0,0,3041,4502
9621,11349,23812,419 WARDS CORNER ROAD,1149,36,45140,134,100,50,36,45212,0,0,1,0.0,12.556733038263905,1994-11-01,5,0,2,0.0,240,66,339,302,37,1,PIF,,0.0,0,12.603301259993493,4.791666666666667,4.791666666666667,1994/11/01,6.151497917787144,1,0,1,284000.0,0.0,1,6667,0,1,1,1,4124,0,0,4489,5950
13143,15880,8005,5310 E. HUNTER AVE,133,4,92807,38,146,212,5,92106,0,0,1,0.0,12.190964083849375,1995-10-26,6,0,2,0.0,240,0,0,1013,5,1,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1995/10/26,6.3590892720356385,1,0,1,197000.0,0.0,1,6308,0,1,1,1,3765,0,0,4130,5591
27344,35356,50119,112 WARREN DRIVE,6962,15,62298,245,145,227,15,62704,0,0,1,0.0,13.434251602680698,1999-07-06,9,0,2,0.0,240,0,0,923,16,1,PIF,,0.0,0,13.037509162974727,4.366666666666666,4.366666666666666,1999/07/06,7.236425728511827,1,0,1,683000.0,0.0,1,4959,0,1,1,1,2416,0,0,2781,4242
37986,53752,29641,929 5TH STREET,3926,4,95901,231,329,63,6,80202,2321,1079,9,13.41129616738276,13.134293924552233,2003-01-22,13,3,3,0.0,240,691,378,1521,5,1,PIF,,0.0,0,14.239008754802114,6.799999999999998,6.799999999999998,2003/01/22,6.779194353096014,0,1,1,1173500.0,0.0,1,3663,0,0,1,1,1120,0,0,1485,2946
33070,44274,16794,503 FURYS FERRY ROAD,3920,10,30907,39,166,18,11,30907,0,0,1,0.0,12.345838935721968,2001-05-18,11,2,2,0.0,240,969,621,324,11,1,PIF,,0.0,0,12.672174924395645,4.033333333333332,4.033333333333332,2001/05/18,7.16468941232179,1,0,1,230000.0,0.0,1,4277,0,1,1,1,1734,0,0,2099,3560
28209,36670,41703,11070 SOUTHLAND ROAD,1149,36,45240,134,100,50,36,45212,0,0,1,0.0,11.472113887062385,1999-09-29,9,2,2,0.0,240,0,0,583,37,1,PIF,,0.0,0,12.837439630605537,4.283333333333333,4.283333333333333,1999/09/29,7.146275989441597,1,0,1,96000.0,0.0,1,4874,0,1,1,1,2331,0,0,2696,4157
40119,58521,579,LOT 3&4 SCHERTZ INDUSTRIAL,5848,45,78154,0,116,211,45,78210,2316,1303,50,13.645908958411514,13.451668563394813,2003-09-24,13,2,2,0.0,240,389,925,123,47,1,PIF,,0.0,0,13.62889828921716,6.691666666666666,6.691666666666666,2003/09/24,6.918081781648074,1,0,1,1539000.0,0.0,1,3418,0,0,1,1,875,0,0,1240,2701
37629,53010,41288,303 W. HIGHWAY 26,5864,30,69361,182,223,132,30,68526,2316,1303,50,12.25486757159303,12.066816325306588,2002-12-04,13,0,2,0.0,120,1029,370,1254,31,1,PIF,,0.0,0,11.103702304219732,3.9416666666666655,3.9416666666666655,2002/12/04,6.822829017899362,1,0,1,384000.0,0.0,1,3712,0,0,1,1,1169,0,0,1534,2995
32303,43004,32452,109 CHESTNUT HILL ROAD,5533,31,3866,119,321,188,31,3801,0,0,1,0.0,11.542493975902508,2001-03-01,11,2,2,0.0,240,217,257,1318,32,1,PIF,,0.0,0,10.750014401484673,3.441666666666667,3.441666666666667,2001/03/01,7.124663414433871,1,0,1,103000.0,0.0,1,4355,0,1,1,1,1812,0,0,2177,3638
40941,60538,37273,374 REED STREET,5782,4,95054,178,221,213,5,94133,321,1249,9,13.21767537538882,13.049794835104814,2004-01-07,14,3,3,0.0,240,231,655,1237,5,1,PIF,,0.0,0,14.30545032275043,6.208333333333332,6.208333333333332,2004/01/07,7.02760724492549,1,1,1,1015000.0,0.0,1,3313,0,0,1,1,770,0,0,1135,2596
15158,18412,43720,1510 E. MINER,6289,4,95205,276,43,235,5,95207,0,0,1,0.0,11.362114203075018,1996-04-09,6,0,2,0.0,240,0,0,1221,5,1,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1996/04/09,6.466440173589716,1,0,1,86000.0,0.0,1,6142,0,1,1,1,3599,0,0,3964,5425
17811,21957,27411,285 GRAND AVENUE,6109,4,94080,44,80,213,5,94111,0,0,1,0.0,13.815511557963774,1996-09-26,6,0,2,0.0,240,560,384,1225,5,1,PIF,,0.0,0,13.779040019611086,7.258333333333335,7.258333333333335,1996/09/26,6.532130465046344,1,0,1,1000000.0,0.0,1,5972,0,1,1,1,3429,0,0,3794,5255
23901,30376,10663,2111 LAURELWOOD ROAD,6025,4,95054,21,101,260,5,94596,0,0,1,0.0,13.232116033476537,1998-07-27,8,0,2,0.0,240,705,580,1237,5,1,PIF,,0.0,0,13.953394738447546,5.95,5.95,1998/07/27,7.046011758281432,1,0,1,558000.0,0.0,1,5303,0,1,1,1,2760,0,0,3125,4586
10770,12863,21902,I 85 & US HWY 56,4917,28,27565,239,165,69,28,27701,0,0,1,0.0,13.418015107599418,1995-03-28,5,0,2,0.0,240,0,0,552,29,1,PIF,,0.0,0,12.172865852453835,4.308333333333334,4.308333333333334,1995/03/28,6.224360377981329,1,0,1,672000.0,0.0,1,6520,0,1,1,1,3977,0,0,4342,5803
44653,70488,22759,711 NORTH 13TH STREET,5686,25,63103,264,86,233,25,63103,686,627,31,13.003142808992667,12.491255347155265,2005-03-07,15,0,2,0.0,240,225,185,1201,26,2,CHGOFF,2010-03-22,250272.0,1,12.317158191881056,5.375,5.375,2005/03/07,7.1117649874579785,1,1,1,709805.0,0.3525926134642613,1,1841,0,0,1,1,345,0,1,710,2171
38477,54790,25848,30332 ESPERANZA,5391,4,92688,261,203,215,5,92705,260,1248,9,13.546324377048323,13.153863982446316,2003-03-24,13,0,2,0.0,240,536,669,1013,5,1,PIF,,0.0,0,14.239008754802114,6.799999999999998,6.799999999999998,2003/03/24,6.762995344426331,1,1,1,1280000.0,0.0,1,3602,0,0,1,1,1059,0,0,1424,2885
20266,25343,3128,5655 STATE FARM DRIVE,5566,4,94928,44,80,213,5,94111,0,0,1,0.0,12.375819639517651,1997-07-10,7,0,2,0.0,240,1042,92,1292,5,1,PIF,,0.0,0,13.8519313935776,6.3583333333333325,6.3583333333333325,1997/07/10,6.818683630909015,1,0,1,237000.0,0.0,1,5685,0,1,1,1,3142,0,0,3507,4968
16293,19910,3527,185 SOUTH FIFTH STREET,1283,36,43215,74,306,55,36,43215,0,0,1,0.0,11.938199736300927,1996-06-28,6,0,2,0.0,240,0,0,497,37,1,PIF,,0.0,0,12.647937504436646,4.991666666666666,4.991666666666666,1996/06/28,6.509707601096411,1,0,1,153000.0,0.0,1,6062,0,1,1,1,3519,0,0,3884,5345
25916,33326,36893,4720 3RD AVENUE,711,35,11220,105,233,5,35,12207,0,0,1,0.0,13.461690107508359,1999-02-23,9,0,2,0.0,240,558,1046,733,36,1,PIF,,0.0,0,13.584488678964975,5.175,5.175,1999/02/23,7.1484872857693365,1,0,1,702000.0,0.0,1,5092,0,1,1,1,2549,0,0,2914,4375
793,931,15466,2222 LEIGHTON AVENUE,154,1,35201,258,296,156,2,36117,0,0,1,0.0,12.031725210748633,1990-08-08,0,0,2,0.0,240,0,0,200,2,1,PIF,,0.0,0,11.179003972433577,6.791666666666668,6.791666666666668,1990/08/08,5.827032040830628,1,0,1,168000.0,0.0,1,8213,0,1,1,1,5670,0,0,6035,7496
16236,19839,11138,755 GLENDALE AVENUE,6138,34,89431,184,88,125,34,89144,0,0,1,0.0,12.894209796826232,1996-06-26,6,0,2,0.0,240,63,282,1448,35,1,PIF,,0.0,0,10.904479662071342,5.041666666666667,5.041666666666667,1996/06/26,6.5003733574603615,1,0,1,398000.0,0.0,1,6064,0,1,1,1,3521,0,0,3886,5347
